actor,year,polity,eu,gdppc,gdppc_log,gniam,gniam_log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIE,2010,7,0,400.5406934,2.602646645,2677703647,9.42776251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,2010,-2,0,47236.67154,4.674279288,2.28E+11,11.35793485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKN,2010,0,0,16427.62101,4.215574675,748464107.1,8.874170978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLO,2010,10,1,16908.84796,4.228114019,95006435193,10.97775302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLU,2010,0,0,8672.128999,3.938125729,1408101024,9.148633814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,2010,10,1,23532.48085,4.371667714,50427467374,10.70266716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,2010,8,0,1661.997814,3.220630448,852874668,8.930885215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRI,2010,3,0,2836.974098,3.452855371,49278955649,10.6926615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,2010,5,0,7999.508366,3.903063297,4031993461,9.605519819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVG,2010,0,0,6590.989579,3.818950625,693811772.7,8.841241665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA,2010,-7,0,4035.534502,3.605901065,3687270241,9.566704968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,2010,10,0,76531.37294,4.883839504,6.18E+11,11.79098848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAJ,2010,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAW,2010,10,0,19181.358,4.282879351,5.80E+11,11.76342799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAZ,2010,-1,0,730.8132935,2.863806439,31215022765,10.49436366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI,2010,4,0,4996.372098,3.698654774,3.08E+11,11.48855072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOG,2010,-2,0,709.1406701,2.850732393,4889895373,9.689299567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,2010,0,0,3416.110432,3.533531902,350797857.9,8.545056933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI,2010,9,0,15711.53817,4.196218705,21861954896,10.33968899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,2010,-4,0,4241.01191,3.627469492,44612005195,10.64945174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,2010,7,0,10614.98457,4.025919367,7.59E+11,11.88024178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2010,-8,0,34165.91331,4.533593035,2.86E+11,11.45636603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,2010,-1,0,824.7376712,2.916315832,21935101877,10.34113966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKG,2010,10,1,39693.19387,4.598716045,2.63E+12,12.41995575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,2010,6,0,3078.414795,3.488327138,1.39E+11,11.1430148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URU,2010,10,0,12512.59413,4.097347358,36261110832,10.5594411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2010,10,0,48650.64313,4.687088586,1.52E+13,13.18184359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN,2010,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,2010,-3,0,13692.91497,4.136495911,3.36E+11,11.52633928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,2010,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,2010,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM,2010,7,0,1469.36145,3.167128642,18277674615,10.26192094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM,2010,1,0,937.84034,2.972128909,8379786769,9.923232968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAB,2011,0,0,13117.14694,4.117839384,1103969196,9.042956955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,2011,9,0,4437.141146,3.647103244,12803937522,10.10734355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG,2011,-2,0,4511.153227,3.654287579,81416198211,10.91071082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,2011,8,0,12848.74048,4.108860557,4.42E+11,11.64542227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,2011,5,0,3462.681774,3.539412581,10160338861,10.00690819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUL,2011,10,0,62598.68662,4.796565221,1.13E+12,12.05307844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,2011,-8,0,23741.55746,4.375509206,23212673261,10.36572516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR,2011,0,0,16907.20926,4.228071928,4257535944,9.629158323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,2011,7,0,1099.414311,3.041161386,10357314404,10.01524716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFO,2011,0,0,727.6124749,2.861900136,10923947114,10.03837959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,2011,0,0,5521.366276,3.742046558,1678923276,9.22503085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNG,2011,5,0,856.3818868,2.932667473,1.33E+11,11.12385164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,2011,7,0,2304.982295,3.362667594,20429897520,10.31026619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOT,2011,8,0,7080.778297,3.850080997,13478154426,10.12963043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,2011,8,0,13200.55817,4.120592295,2.19E+12,12.34044411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRU,2011,0,0,46139.10684,4.664069183,13983838165,10.14562639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUI,2011,6,0,236.4513474,2.373741793,2104211719,9.323089435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUL,2011,9,1,7856.985958,3.895255977,53385943239,10.72742692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAM,2011,2,0,880.3103044,2.944635785,11855214704,10.07390942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,2011,10,0,52223.69611,4.717867606,1.62E+12,12.20951501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAO,2011,-5,0,1497.926586,3.175490529,29656912765,10.47212594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP,2011,10,0,3880.069182,3.588839469,1920603502,9.283437716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDI,2011,4,0,1701.704641,3.230884183,23341807783,10.36813449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEN,2011,-1,0,515.2095038,2.711983866,2344404754,9.370032593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,2011,-1,0,988.1941606,2.994842283,10947483864,10.03931431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2011,10,0,14628.57246,4.165201947,2.06E+11,11.31386722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2011,-7,0,5614.385739,3.749302248,6.78E+12,12.83122969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,2011,7,0,7392.9436,3.868817393,2.88E+11,11.45939249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,2011,-4,0,3415.062376,3.53339864,11915392291,10.07610835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COS,2011,10,0,9137.455102,3.960825256,37512155049,10.57417201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO,2011,9,0,14623.99053,4.165065897,59534547257,10.77476906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,2011,-7,0,6106.006792,3.785757283,63216019000,10.80082714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2011,10,1,32485.80273,4.511693603,27774727524,10.44364981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZR,2011,9,1,21871.26608,4.339873924,2.04E+11,11.30963017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,2011,2,0,1322.726251,3.121469973,2325113306,9.366444122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,2011,0,0,7288.497948,3.862638036,490846538.3,8.690945732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,2011,8,0,5859.381545,3.767851779,54324156466,10.73499299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRC,2011,5,0,376.3749811,2.575620747,22402540277,10.35029727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRV,2011,-7,0,1953.556979,3.290826083,1.44E+11,11.15836249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,2011,5,0,5202.656459,3.71622515,74351850136,10.87129178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,2011,-2,0,2645.622535,3.422527881,2.17E+11,11.33645973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2011,9,1,17487.80478,4.242735297,21027127913,10.32277996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU,2011,8,NA,35766.56392,4.55347722,1.55303E+13,13.19117985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIJ,2011,-4,0,4160.721585,3.619168656,3260614415,9.513299444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,2011,3,0,10273.79845,4.011731042,13678642355,10.13604299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAM,2011,-5,0,705.4774939,2.848483163,1398703727,9.145725732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,2011,8,0,1501.059171,3.176397812,35139200044,10.54579187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,2011,6,0,683.534476,2.834760424,998493455.3,8.999345223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRG,2011,6,0,4021.754204,3.604415524,13215640319,10.12108821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRN,2011,0,0,6775.749278,3.830957327,754214714.2,8.877495001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUA,2011,8,0,3228.03814,3.508938657,42189633322,10.62520575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI,2011,1,0,644.5025486,2.809224639,7089757044,9.850631353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,2011,6,0,4960.004726,3.69548209,3625808896,9.55940491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAI,2011,0,0,1306.845319,3.116224187,12492425676,10.09664677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,2011,-7,0,35142.48793,4.545832504,2.52E+11,11.40140054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HON,2011,7,0,2053.959731,3.312591925,15911346071,10.20170692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,2011,10,1,14234.47158,4.15334135,1.32E+11,11.12057393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE,2011,0,0,47714.59223,4.678651217,11996825835,10.07906635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,2011,9,0,1449.603301,3.161249169,1.70E+12,12.23044892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INS,2011,8,0,3613.800888,3.55796422,7.38E+11,11.86805636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,2011,6,0,34354.71612,4.535986364,2.51E+11,11.39967372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,2011,9,0,5259.931741,3.720980108,12978185176,10.11321397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,2011,-3,0,4152.493981,3.618309012,27766547043,10.44352188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,2011,10,0,48760.07895,4.6880644,6.07E+12,12.78318869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,2011,8,0,1099.315465,3.041122338,43127835331,10.63475766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUW,2011,-7,0,49010.32037,4.690287541,1.39E+11,11.1430148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYR,2011,7,0,1123.883136,3.050721155,4850548053,9.685790811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZK,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT,2011,8,1,13338.96224,4.125122043,26237874101,10.41892864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LES,2011,8,0,1265.863867,3.102387003,2724712672,9.435320712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,2011,0,0,158603.6039,5.200313051,4159688359,9.619060795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIT,2011,10,1,14376.94786,4.157666698,40322490383,10.60554735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,2011,-2,0,1919.452248,3.283177312,5751462171,9.759778268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,2011,9,0,5098.094701,3.707407899,9960616455,9.998286217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAD,2011,0,0,7409.331704,3.869779038,2509185215,9.39953272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAG,2011,3,0,516.9025392,2.713408666,10403440520,10.01717699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL,2011,6,0,10209.37191,4.008999025,2.59E+11,11.41329976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS,2011,10,0,9197.042991,3.963648217,10746639613,10.03127269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAW,2011,6,0,769.0525992,2.885956044,10211793928,10.00910204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,2011,-7,0,64528.36014,4.809750629,30016059998,10.47735368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,2011,8,0,10341.50024,4.014583546,1.08E+12,12.03342376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLD,2011,9,0,2941.362119,3.468548495,7804616025,9.892351541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,2011,7,0,810.1825565,2.908582888,11388475955,10.05646561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,2011,0,1,23155.11484,4.364646939,9207925822,9.964161812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON,2011,10,0,3793.743654,3.579067982,7173895900,9.85575507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOR,2011,-4,0,3302.453125,3.518836662,1.09E+11,11.0374265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYA,2011,-3,0,1086.838467,3.036165001,41038420346,10.61319064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZM,2011,5,0,605.27347,2.781951639,13169392605,10.11956575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,2011,6,0,5873.059381,3.768864392,11069935215,10.04414508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEP,2011,6,0,791.2255767,2.898300318,17130910774,10.23378045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW,2011,10,0,38387.62708,4.584191267,1.41E+11,11.14921911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,2011,9,0,1644.801509,3.216113496,9288099030,9.967926837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIG,2011,4,0,2504.878279,3.398786627,3.60E+11,11.5563025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR,2011,6,0,507.6024956,2.705523749,8957171055,9.952170868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,2011,10,0,101221.8135,5.005274114,4.50E+11,11.65321251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMA,2011,-8,0,24166.09631,4.383206502,60519553787,10.78189572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,2011,6,0,1075.45102,3.031590636,1.89E+11,11.2764618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,2011,9,0,9403.439908,3.973286754,31682544498,10.50082005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAR,2011,8,0,5772.99551,3.76140122,28115461188,10.44894521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,2011,9,0,5826.832307,3.76543252,1.45E+11,11.161368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,2011,8,0,2431.199965,3.385820681,2.41E+11,11.38201704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,2011,4,0,2303.826661,3.3624498,13608686486,10.13381621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,2011,10,1,13776.3894,4.13913541,4.88E+11,11.68841982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,2011,-10,0,92992.99713,4.968450245,1.36E+11,11.13353891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROK,2011,8,0,25096.26388,4.399609072,1.18E+12,12.07188201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROM,2011,9,1,9560.15838,3.980465087,1.82E+11,11.26007139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,2011,-4,0,650.936182,2.813538412,6719363283,9.827328122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAF,2011,9,0,8737.04111,3.941364379,4.04E+11,11.60638137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAL,2011,8,0,3304.974183,3.519168071,18999060554,10.27873213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,2011,-10,0,22441.57114,4.351053259,5.95E+11,11.77451697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,2011,7,0,1383.539117,3.140991443,16952275646,10.22922801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEY,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIE,2011,7,0,443.451832,2.646846453,2937545315,9.467984575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,2011,-2,0,53891.46229,4.731519968,2.50E+11,11.39794001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKN,2011,0,0,17571.98446,4.244820811,785950950.2,8.895395443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLO,2011,10,1,18509.74022,4.267400324,94961268416,10.97754651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLU,2011,0,0,9110.75181,3.959554216,1526535798,9.183706993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,2011,10,1,25128.01504,4.400158183,50552250603,10.7037405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,2011,8,0,1921.356345,3.283607919,933828716.8,8.970267225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRI,2011,3,0,3248.040215,3.511621398,59419437835,10.77392854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,2011,5,0,8009.252302,3.903591975,4240253993,9.627391872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVG,2011,0,0,6566.482713,3.817332805,698557534.9,8.844202181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA,2011,-7,0,4360.959888,3.639582092,4134671183,9.616440977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,2011,10,0,90476.75897,4.956537035,6.43E+11,11.80821097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAJ,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAW,2011,10,0,20838.589,4.318868309,6.78E+11,11.83122969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAZ,2011,-1,0,768.9334717,2.885888766,33934321614,10.53063917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI,2011,7,0,5396.643527,3.732123732,3.34E+11,11.52374647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOG,2011,-2,0,779.7635197,2.891962913,5429548215,9.734763694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,2011,0,0,3852.143788,3.58570249,394229458.8,8.595749074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI,2011,9,0,17910.31718,4.253103277,20001155778,10.30105509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,2011,4,0,4361.948089,3.639680493,44199170135,10.64541412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,2011,9,0,11308.37174,4.053400077,8.31E+11,11.91960102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2011,-8,0,40893.02336,4.611649221,3.13E+11,11.49554434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,2011,-1,0,837.0958843,2.922775207,28599612729,10.45636015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKG,2011,10,1,42150.69814,4.624804772,2.60E+12,12.41497335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,2011,6,0,3704.842285,3.568769725,1.44E+11,11.15836249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URU,2011,10,0,14975.56256,4.175383146,42355223734,10.62690698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2011,10,0,50065.9665,4.699542604,1.58E+13,13.19865709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,2011,-3,0,10877.11236,4.036513615,3.46E+11,11.5390761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,2011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM,2011,7,0,1644.456831,3.216022477,19888203809,10.29859556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM,2011,1,0,1082.615773,3.03447435,12391182088,10.09311274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAB,2012,0,0,13686.47659,4.136291659,1155839506,9.062897534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,2012,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,2012,9,0,4247.631356,3.628146818,12658293576,10.10237516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG,2012,-2,0,4962.552072,3.695705077,1.02E+11,11.00860017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,2012,8,0,13082.66433,4.116696199,4.96E+11,11.69548168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,2012,5,0,3643.715404,3.561544449,11192556127,10.04892928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUL,2012,10,0,68047.37818,4.832811397,1.37E+12,12.13672057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,2012,-10,0,25102.72635,4.399720892,28613156267,10.45656577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR,2012,0,0,16691.33264,4.222491012,4461223528,9.649453984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,2012,7,0,1112.569535,3.046327164,10942496018,10.0391164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFO,2012,0,0,733.9728789,2.865680013,12119235599,10.08347523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,2012,0,0,5645.895822,3.75173286,1769729064,9.247906783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNG,2012,5,0,876.8180068,2.94290946,1.47E+11,11.16731733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,2012,7,0,2562.466784,3.408658245,23313311269,10.36760396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOT,2012,8,0,6392.987347,3.805703845,14575465811,10.16362244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,2012,8,0,12327.51556,4.090875559,2.45E+12,12.38916608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRU,2012,0,0,46844.19672,4.670655796,16906936618,10.22806492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUI,2012,6,0,238.2059453,2.376952597,2314488332,9.364454996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUL,2012,9,1,7431.014045,3.871048082,54766081791,10.73851167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAM,2012,2,0,950.4825446,2.977944146,13079498467,10.11659109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,2012,10,0,52669.08996,4.721555814,1.77E+12,12.24797327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAO,2012,-5,0,1433.723927,3.156465533,30561432822,10.48517371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP,2012,10,0,3583.461717,3.554302769,1911675906,9.281414267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDI,2012,4,0,1649.301615,3.217300084,26806058973,10.42823297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEN,2012,-1,0,525.8675036,2.720876334,2512729545,9.400145746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,2012,-1,0,969.6161419,2.986599837,12240627679,10.08780369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2012,10,0,15406.49284,4.187703786,2.48E+11,11.39445168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2012,-7,0,6300.582352,3.799380692,8.01E+12,12.90363252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,2012,7,0,8096.80151,3.908313493,3.36E+11,11.52633928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,2012,-4,0,3753.860925,3.574478179,15782493417,10.19817562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COS,2012,10,0,9971.651656,3.998767099,43519328869,10.63868219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO,2012,9,0,13410.82081,4.12745536,57266749609,10.75790253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,2012,-7,0,6467.337914,3.810725553,68805659758,10.83762416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2012,10,1,28991.92969,4.462277123,25713118393,10.41015475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
