actor,year,polity,eu,gdppc,gdppc_log,gniam,gniam_log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON,2000,10,0,463.8538819,2.666381195,1115885938,9.047619805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOR,2000,-6,0,1492.377075,3.173878569,45238765198,10.65551074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYA,2000,-5,0,150.4078289,2.177270442,6113176146,9.78626691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZM,2000,5,0,318.3426885,2.50289488,5660248278,9.752835481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,2000,6,0,2156.090142,3.333666914,4028142719,9.605104849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEP,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW,2000,10,0,13641.01786,4.134846778,54292466806,10.73473957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,2000,8,0,996.897852,2.99865066,4890672933,9.68936862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIG,2000,4,0,565.3059926,2.752283589,57027982705,10.75608801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR,2000,5,0,192.8777258,2.285282077,2536805745,9.404287213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,2000,10,0,38178.05615,4.581813812,1.64E+11,11.21484385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMA,2000,-9,0,8321.393867,3.920196078,16044830580,10.20533514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,2000,-6,0,531.3064961,2.725345126,68931405889,10.83841714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,2000,9,0,4099.00654,3.612678611,11770139015,10.07078159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAR,2000,7,0,1728.340743,3.237629368,7669826425,9.884785536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,2000,4,0,1941.31826,3.28809674,52195930380,10.71763664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,2000,8,0,1073.264436,3.030706739,91937754123,10.96349389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,2000,4,0,639.2791999,2.805690574,3320882973,9.521253571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,2000,9,0,4501.479961,3.653355321,1.79E+11,11.25285303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,2000,-10,0,27494.77133,4.439250112,18198823117,10.2600433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROK,2000,8,0,12256.99357,4.088383958,5.19E+11,11.71516736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROM,2000,8,0,1659.928985,3.220089508,38358155236,10.58385771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,2000,-4,0,255.088226,2.406690414,2189307034,9.340306672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAF,2000,9,0,3241.66124,3.510767628,1.54E+11,11.18752072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAL,2000,7,0,1977.840614,3.296191291,11209909098,10.04960209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,2000,8,0,619.6421235,2.792140934,6523781774,9.814499425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEY,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIE,2000,0,0,138.7139416,2.142120113,659079815.2,8.818938011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,2000,-4,0,23852.83434,4.377539992,95391035296,10.97950756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKN,2000,0,0,9275.989746,3.96736026,402166328.6,8.604405706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLO,2000,9,0,5426.624281,3.734529754,29845119860,10.47487333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLU,2000,0,0,5846.975502,3.766931274,871647418.1,8.940340848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,2000,10,0,10201.30354,4.00865567,22413932465,10.35051806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,2000,0,0,976.4283009,2.989640359,403543279.5,8.605890119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRI,2000,5,0,869.7534886,2.939396179,16406829325,10.21502466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,2000,5,0,1978.446611,3.296324335,929683323.8,8.968335041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVG,2000,0,0,3760.080457,3.575197138,384932427.3,8.585384498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA,2000,-7,0,1686.657451,3.227026889,1679334000,9.225137081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,2000,10,0,38864.0439,4.589547988,3.20E+11,11.50514998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAJ,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAW,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAZ,2000,-1,0,399.4511414,2.601463666,13211228993,10.12094322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI,2000,9,0,2004.107042,3.301920914,1.25E+11,11.09691001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOG,2000,-2,0,404.8220743,2.607264186,2076319184,9.317294117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI,2000,9,0,6120.945943,3.786818544,6840974056,9.835117943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,2000,-3,0,2170.508143,3.33656142,22079086464,10.3439811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,2000,7,0,4278.266534,3.631267837,2.73E+11,11.43616265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2000,-8,0,31855.5006,4.503184434,98424973047,10.9931053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,2000,-4,0,257.8296057,2.411332784,6398433460,9.806073658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKG,2000,10,1,28289.65269,4.451627616,1.73E+12,12.2380461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URU,2000,10,0,6932.478325,3.84088852,23456558689,10.3702643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2000,10,0,36329.95607,4.560264873,1.01E+13,13.00432137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,2000,7,0,4795.634748,3.680846098,99732734567,10.99883773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,2000,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM,2000,1,0,364.0261259,2.561132554,3487043615,9.542457379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM,2000,-3,0,565.2843897,2.752266993,4218115721,9.62511849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAB,2001,0,0,10502.93881,4.021310835,760663010.7,8.881192298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,2001,5,0,1281.659826,3.107772771,3906029741,9.591735546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG,2001,-6,0,527.4641185,2.722192921,6690072594,9.82543083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,2001,8,0,7168.975872,3.855457119,2.61E+11,11.41664051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUL,2001,10,0,19681.64503,4.294061395,3.92E+11,11.59328607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,2001,-8,0,12291.83261,4.089616637,8019540938,9.904149509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR,2001,0,0,11510.04043,4.061076849,2895584910,9.461736305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,2001,6,0,508.3474475,2.706160647,3783167899,9.577855616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFO,2001,0,0,260.443473,2.415713478,3302319448,9.518819082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,2001,0,0,4687.625957,3.67095295,1092127294,9.038273261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNG,2001,6,0,410.0485409,2.612835271,57006615191,10.75592526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,2001,9,0,930.8757313,2.968891708,8178334352,9.912664862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOT,2001,8,0,3115.679,3.493552707,5465282114,9.737612585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,2001,8,0,3142.235528,3.497238735,5.94E+11,11.77378644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRU,2001,0,0,16437.42662,4.215833827,5465216227,9.737607349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUI,2001,0,0,135.6064758,2.132280429,843865403.3,8.926273182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUL,2001,9,0,1770.906779,3.2481957,14192524627,10.15205966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAM,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,2001,10,0,23821.44559,4.376968113,7.17E+11,11.85551916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAO,2001,-5,0,706.9842173,2.849409719,10682116850,10.02865732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDI,2001,4,0,974.779985,2.988906603,10046144123,10.0019994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEN,2001,5,0,242.5757267,2.384847341,955815349.6,8.980374001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA,2001,-1,0,200.361008,2.301813208,1620722415,9.209708639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,2001,9,0,4606.890564,3.663407896,74868558438,10.87429947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,2001,-7,0,1053.112272,3.022474674,1.29E+12,12.11058971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,2001,7,0,2465.007011,3.391818159,93638890837,10.97145626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,2001,-5,0,859.4400122,2.934215569,2029573754,9.307404838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COS,2001,10,0,3941.598643,3.5956724,14822789771,10.17092995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRO,2001,8,0,5364.010241,3.729489598,23059819452,10.3628559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,2001,-7,0,2844.244437,3.453966917,30765261124,10.48806061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,2001,10,0,14821.44727,4.170890613,9941641678,9.997458106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZR,2001,10,0,6637.106512,3.821978787,64837830684,10.81182848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,2001,1,0,747.7791229,2.873773336,2325113306,9.366444122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,2001,0,0,4991.764173,3.69825406,311236586.1,8.493090643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,2001,8,0,2953.247928,3.470299908,23561439955,10.37220183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRC,2001,0,0,148.4471235,2.171571787,6736847687,9.828456729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRV,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,2001,6,0,1904.81367,3.279852499,20003756341,10.30111156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,2001,-6,0,1327.096518,3.12290251,1.01E+11,11.00432137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EST,2001,9,0,4505.858332,3.653777533,5983865779,9.776981844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU,2001,10,NA,17198.66153,4.23549465,7.65852E+12,12.88414485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIJ,2001,5,0,1964.130251,3.293170285,1737732976,9.239983043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,2001,-4,0,3844.561348,3.584846795,4311792057,9.634657808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAM,2001,-5,0,464.6396263,2.667116245,758144233.2,8.879751836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,2001,6,0,263.1700834,2.420236518,5838403901,9.766294136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,2001,5,0,312.2535665,2.494507408,307357944.6,8.487644443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRG,2001,2,0,801.983966,2.904165686,3138934947,9.496782315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRN,2001,0,0,4821.784995,3.683207841,465625348.8,8.668036615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUA,2001,8,0,1550.361845,3.190433072,18999605148,10.27874458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI,2001,-1,0,335.0142928,2.525063336,3056103235,9.485168021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,2001,6,0,937.2979905,2.971877686,659405005.1,8.819152239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAI,2001,-2,0,743.9112731,2.87152114,5473241926,9.738244645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,2001,-7,0,25230.37809,4.401923759,1.77E+11,11.24797327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HON,2001,7,0,1118.940894,3.048807146,7078858370,9.849963223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,2001,10,0,5276.033189,3.722307519,48756201755,10.68802987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE,2001,0,0,28897.44295,4.460859415,8749898609,9.942003021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,2001,9,0,449.9111249,2.653126732,4.85E+11,11.68574174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INS,2001,6,0,739.0039465,2.868646758,1.54E+11,11.18752072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,2001,6,0,20909.67895,4.320347365,1.28E+11,11.10720997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,2001,9,0,3502.213118,3.54434257,8661084000,9.937572251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,2001,-2,0,1738.383411,3.240145569,9061965241,9.957222392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,2001,10,0,34406.16902,4.536636318,4.75E+12,12.67669361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,2001,4,0,408.3606087,2.611043843,13000590853,10.11396309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUW,2001,-7,0,17517.72519,4.243477709,39257729228,10.59392518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYR,2001,-3,0,308.4096116,2.489127904,1386829418,9.142023046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KZK,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAT,2001,8,0,3578.0019,3.553640567,8417097769,9.925162372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LES,2001,6,0,412.9622962,2.615910402,1302351421,9.114728188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,2001,0,0,74658.45394,4.873078992,2289509029,9.359742361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIT,2001,10,0,3525.793632,3.547256889,11991670066,10.07887967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,2001,-6,0,632.21415,2.800864212,1758070539,9.245036296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAD,2001,0,0,3028.050748,3.481163149,642119781.3,8.807616049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAG,2001,7,0,325.460301,2.512498022,4894076065,9.689670715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAL,2001,3,0,3941.122666,3.595619952,84094636681,10.9247683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS,2001,10,0,3856.630743,3.586208059,4753809964,9.677041817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAW,2001,4,0,217.2404723,2.336940738,2041978065,9.310051073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,2001,-7,0,15622.70305,4.193756178,6902211331,9.838988252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,2001,8,0,7613.142978,3.881563986,6.76E+11,11.8299467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLD,2001,8,0,507.4040763,2.705353952,1462434749,9.165076498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,2001,5,0,299.4121752,2.476269456,3413554120,9.533206793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,2001,0,0,11081.00804,4.04457927,4228199199,9.62615544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MON,2001,10,0,512.81947,2.709964505,1168592644,9.067663148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOR,2001,-6,0,1500.363403,3.176196462,45923768998,10.66203752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYA,2001,-5,0,135.1797056,2.130911496,6476732344,9.81135595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZM,2001,5,0,296.2868142,2.471712324,5835722131,9.766094605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,2001,6,0,1916.255899,3.282453505,3817164998,9.581740933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEP,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW,2001,10,0,13882.86651,4.142479148,53569528997,10.72891783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,2001,8,0,1025.10851,3.010769839,5001380637,9.699089908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIG,2001,4,0,586.8330617,2.768514574,66778749059,10.82463828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIR,2001,5,0,203.5264888,2.30862094,2612582298,9.41706998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,2001,10,0,38602.09441,4.586610869,1.73E+11,11.2380461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMA,2001,-9,0,8191.512832,3.913364116,18058385876,10.25667893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,2001,-6,0,499.2183062,2.698290502,74370841204,10.87140269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,2001,9,0,4084.258536,3.611113225,11826888766,10.07287051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAR,2001,7,0,1630.190846,3.21223845,7640911739,9.883145183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,2001,9,0,1925.97942,3.284651642,50905855268,10.70676774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,2001,8,0,991.1479821,2.996138501,93185152410,10.96934672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,2001,4,0,540.6738896,2.732935397,3035980507,9.482298979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,2001,9,0,4991.244358,3.698208832,1.80E+11,11.25527251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,2001,-10,0,25836.27079,4.412229828,18198823117,10.2600433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROK,2001,8,0,11561.24837,4.063004731,5.66E+11,11.75281643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROM,2001,8,0,1825.192889,3.261308768,39040201064,10.59151205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,2001,-4,0,239.1248198,2.378624656,2190132119,9.340470314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAF,2001,9,0,2867.472552,3.457499269,1.45E+11,11.161368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAL,2001,7,0,2051.158774,3.311999279,11575739686,10.06354875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,2001,8,0,654.8407271,2.816135682,6513175875,9.813792806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEY,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIE,2001,0,0,221.2950856,2.344971769,719137505.8,8.856811939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN,2001,-4,0,21699.74754,4.336454681,91562455362,10.96171743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKN,2001,0,0,9973.553451,3.99884992,421097684.4,8.624382853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLO,2001,9,0,5722.168183,3.757560618,30798584252,10.48853075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLU,2001,0,0,5558.069371,3.744923963,843830504,8.926255221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,2001,10,0,10479.75963,4.020351322,21815822902,10.3387716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL,2001,0,0,929.8664985,2.968420601,391654684.2,8.592903325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRI,2001,6,0,832.4273196,2.920346325,15694757179,10.1957546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,2001,5,0,1711.714461,3.23343132,796422432.4,8.901143484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVG,2001,0,0,4066.070638,3.609174919,415185478.9,8.618242156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA,2001,-7,0,1481.163082,3.170602879,1725479091,9.236909701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,2001,10,0,39638.43879,4.598116541,3.04E+11,11.48287358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAJ,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAW,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAZ,2001,-1,0,394.7307739,2.596300986,13565719739,10.13244284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI,2001,9,0,1889.971411,3.276455235,1.25E+11,11.09691001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOG,2001,-2,0,391.5160184,2.592749535,2026664315,9.306781821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI,2001,9,0,6592.75902,3.819067202,7724956200,9.887896026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,2001,-3,0,2207.660688,3.343932324,21947362089,10.34138233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,2001,7,0,3100.458788,3.491425963,2.30E+11,11.36172784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAE,2001,-8,0,29909.00943,4.47580203,1.06E+11,11.02530587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,2001,-4,0,235.8529749,2.372641359,6050661894,9.781802886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKG,2001,10,1,27888.60511,4.445426793,1.72E+12,12.23552845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URU,2001,10,0,6331.15676,3.801483067,21630712646,10.33507083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2001,10,0,37133.62311,4.569767325,1.05E+13,13.0211893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,2001,6,0,4940.113903,3.693736962,1.13E+11,11.05307844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,2001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM,2001,5,0,401.7323159,2.603936768,3691193169,9.567166773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM,2001,-4,0,569.0032086,2.755114715,4624842970,9.665096991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAB,2002,0,0,10549.66619,4.023238718,756667665.7,8.878905176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,2002,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,2002,7,0,1425.124219,3.153852721,4175916870,9.620751845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG,2002,-2,0,872.657638,2.940843894,10317790773,10.01358672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,2002,8,0,2579.488769,3.411533641,1.52E+11,11.18184359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,2002,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUL,2002,10,0,20290.78042,4.307298751,3.94E+11,11.59549622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAH,2002,-7,0,12819.99594,4.107887888,8864867961,9.947672271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
